id	label	n_chars	sha256_text
s1338	SATIRIK	195	7a81124ff1dbc496a5c35127f66aaad4af87a6c90c0be608897fea4db2560c46
s0693	SATIRIK	193	4b9bc644e208894c96f60d0dd1352db173b8634e605192fab0ac91fbcf2795d4
a0117	GERCEK	201	5ec914673d205e69adac21b7abf760390ae64d70d27245f94b7181f648ce0a8d
s0381	SATIRIK	197	27f3d84e5c05af933b87c70b3751dfbf1e4144e1e172942cbec6509f48de1fc6
s1205	SATIRIK	200	1046f4d8ebe65fce297774fcee72bdf7f56f2a4d707262d88ea79b7675f7b935
a2361	GERCEK	194	85d885222f10a289504628df0559c167552b18fab6da69e7ec72c435d0f530c2
a2638	GERCEK	196	b23d8da50f38d4a88e5027d40554462382b2e069279860f8dd1a419df53db718
a0510	GERCEK	201	f8f7bf96992c297f61b18a3d4d7e357e09ea86cc5af36645ad083448760224f5
s1138	SATIRIK	197	ca4da30b5977c5b78a8380bec6500c8ed4a31c4b04c7d35429501af4c11d25b5
s0582	SATIRIK	196	bcc769bf4c2f91739220e7a184264acca77dd47e092ca6bda8237b7c489f6e22
s0160	SATIRIK	201	74e8fefae5688afe9e922678522c56c8707a3cf4e2c9f67ee7ee0f4fb1841def
a2929	GERCEK	198	28740fd58917c55e165a311c132e103ade6bc6a492b7e5198216eb6a64373a55
a4329	GERCEK	201	ffe4e54fa0e50e3e0fd1a99e52953fe3948f58d643d2ed13e249fc1ecaa582ee
a0830	GERCEK	197	dec6ad5ca17096c6b951978ff6e04426ef3e294abd950d8fc39fd2bb75ba0bea
s1495	SATIRIK	197	f4c0b69afcf2838374fa1e7e3dcfa3c958a32cdebae82a8cacd763aad2967c5e
a3570	GERCEK	198	d600d6f551658124b282a2c4cc3d8ecbf3513caad136f4630dafe02426509cf5
a4483	GERCEK	200	a509d589a8c885972853424c9583f52201a062d793ce2ce0df48e87c59ff08d9
s0391	SATIRIK	190	a9839e9ee213eb19c6e2c956e8516e80c1d9005730b0c67212e88a49f8bff9b9
s0237	SATIRIK	201	b991b20b4fec6436222863d13ed454c030d68af1300691845598693e5bf6cc8c
a2903	GERCEK	200	91a4be2fe93ef03014b8dffd888da26cb8e876060502d7b219cb2248ac29b6d4
a4611	GERCEK	196	b56b98a04ec2a4b8f69c4ea85f8a4e6280b1433b3d66a82ffdd47750fa0810be
a0780	GERCEK	197	483d2deb9291fa3cd37f0ee9df740e9d74e78741d3aa0f57ce0d879895527bff
a1210	GERCEK	198	eb7390559fb7e52ff7c39c238673e34410e09ac9c66247b1963d8b599fb60fcb
a3747	GERCEK	197	e2df413b86cfd1594a98a2b30af61a692101a5a4246ad12040527e859f08dafc
s0755	SATIRIK	200	edd908ac9f5d61c641b97cdea70e8c275b1dc48d5d9ecf8ba15346af8147b793
s2130	SATIRIK	201	37a7b2a4363b42cf4814b0c4a8abe309ea7b0030e6a43b751aba69e3bbef8531
s0147	SATIRIK	198	b15db0acda10e524e6de3d590c53430f47fcde3ae573f7b3d6b7cc10f456b224
a4828	GERCEK	189	6996e37a4e60e4759eb6187a69039eed2c44932bed7ccbe294b9acd049e2b67c
s0247	SATIRIK	201	8a9501db56e84b14ed9ae7752ebda69061083abf6d972d4c75743c2a3f3e7fd5
s0312	SATIRIK	198	faf66319e900b66ec9c37fdeb7b4a6d029953d84d5bf439ce507b1f4f6825730
a1890	GERCEK	196	0614f420029e266d7b60cac76c6cfed7270e16f1915947aa62746a5dfcf0bb50
s0423	SATIRIK	200	a88082aabcf4a90e34202d96b4a0163f209b7bd4d15cf883a9b3797cf7d3cb2e
a0724	GERCEK	199	4c109af08803323c82f0433442647c75631a20a1ff04b544d22963b7354b3235
s1980	SATIRIK	198	4a6fec668d585f8ba0d39245bf615183eb186346c722696df8fb1a55af0456cd
s0019	SATIRIK	192	862e02a67131c8077c8072fe943fa0a63246548b24eebe03de8819284eea5fc1
s1094	SATIRIK	196	faefa3d920e3e669870016f74126eb050ef890ff478bb7a75c6439296ecf1f75
s1044	SATIRIK	195	0e4219f1e1678f2199f1c06c7741f497730219156d99c0e26108c8ce4125b40f
s2149	SATIRIK	198	c04bfa504bf4ca7daa95f14464371a299474af4b642da7b5da9f57879b9b73ff
a3394	GERCEK	197	2e238fd655d246020db5f98ca6c529e05696026592b9936b989f5a6126fda8ca
a3008	GERCEK	196	d161158e2216551a1536b9271bd5c791225a57086c7bfd219e475ac711100acf
s1192	SATIRIK	192	b9e14f7fd5393cb2bc24ee1f8838b9f5b3c667085dd584dbcd8e3fc763c8445f
s1670	SATIRIK	200	8d52aaf01d8db51e34270294feb7a180fda4820f2e5091384e9d076ca0df0210
s1098	SATIRIK	193	2b10bd92cfbe33bf5f39bba75eaca2453e5dfab5b5f9b26f0eea9817d9629168
s2008	SATIRIK	200	a45f5c297bd00ea057bedd4df060ce74fd931944b6c3a0adc4418737d55a98e9
a0471	GERCEK	194	81e0c3b954aaa41778bf03d43865620d50bf9cf4cd765f4a787dc840b1e7f1c3
a2305	GERCEK	201	e77b4416c88c86715f4b12ab9a7e786ceb3dfdf7372eb0c5478abe189eabd095
s0971	SATIRIK	197	015e024544d7d9b727d38404fe4982d2019053f67653b94ef367b8bb89a68a21
s1701	SATIRIK	193	7c2ec252c231227e22ce829d879d918ec3741e20600556f1164adaa88b3f1185
s1885	SATIRIK	199	2c6aec4d1ab7b10082d97791cc8fee81c8be9aa21ab76c60c1dbc86589999fd9
s0452	SATIRIK	197	d6ce4de7f6dafd4309c7602ca35ea571980e40ffb83d8e81ac546763f4208553
s0924	SATIRIK	196	55e5fd729b44a6593a15a66465e09145dc1b7beee95ed60354c4afd81198a95d
a1578	GERCEK	194	877510f34c49cc99439bb788f891830ce4b05fd846c4e7efaaccb431bda2affc
a4751	GERCEK	199	e1a0a031bc50c64174eb18c143fc6b8339a967babdbfc58f1654ff1f4f2b21a2
a3589	GERCEK	199	c1db3f7a35eac3f0f0a2916abb3056adb34395af8205349f4e88617ffbfa1b3d
a2628	GERCEK	200	726c14e5704755ed903e6954b619139932d7e9af1fe86bc7532d33ed641fd05d
a1334	GERCEK	194	e1dbf4abf25496e9412e14b1a7a1fa2ae8cabb613404abfd57e674dfc37cfefb
a1808	GERCEK	200	279482e9d812eca66c58e5300aa5f626c780a77f64e6d276d5a51d877150afde
a1386	GERCEK	197	c19a9a5110452d9a98c9e888b135084035c090a67e62a24b587d0875dd94799f
s0337	SATIRIK	196	dce63fb43ce32d378fbe03b59091a90f21e9065d14b34984a72877d213987f5b
s1353	SATIRIK	195	ab70f89557a5f055dd566691bef0b42e3d27d0919ed9daecc262aa94a8c4a8b3
s0236	SATIRIK	197	b34cea60b1512da3c6651a812f5d8400b9548de94547eec3f3d7dc8269a8becb
s1687	SATIRIK	194	bfc85ce7d2a9afbd38356ac413aa520469304c5564ebc2a0570236d74a842a3d
a0701	GERCEK	197	751b6dc50cb7e9b76e574c7d70d9f24dda12ac4ad07d22ac8f3355e7a449cb2f
a1956	GERCEK	197	5bc87bd43f75e1ad61ede44e54650532a01f47fd446f2d3159c598ec1bcf7cd7
a2513	GERCEK	200	cbe91f4279320fcd8a8bd339b96966a78f3be3bf2ee569d79944b6c53809e9e4
a3483	GERCEK	199	64321ee0a7d92e52c903a784b141cb5654221d84faa8350e0e7592f87813e5b7
a3902	GERCEK	201	b66b295628f59dd711893087a76bc0a779aaa94ae048375dff5d8e06277f7965
s0856	SATIRIK	201	68d5c81269fdb265c2e37a7af5315d49282a552e20d69403398b5e9cc0d45ae0
a0122	GERCEK	200	e28e0552729902af16e165339e816af1afaebd1e23ebb01d07058ca09a90e2a6
a2225	GERCEK	200	e23280cc2cd5f2881181496edd6e7dd411f141d1ce46573bc8f8e030ed3baeae
s0213	SATIRIK	200	8dc3cfd7c86a25214428cf97c936a3bf0a37d7bbfa6976edb563ce4e00c92298
a1763	GERCEK	194	2e69f15ae9838f48cdef5f412e7a67e0a4036fb33755757812db5951dfde637c
s0211	SATIRIK	197	306801a3b1519946aa6ca97c94c743d6ad0daa5607a209e36866b1c107b98e3a
a0547	GERCEK	197	0a34dd1151acf3c654d7752baaf8cf6e21474270126503a16c9440fa657d3985
a4462	GERCEK	198	9021dd097b97d3f01aa2910f4d3ac647fe964b5ac0d9e8caf3ba1501f8764f04
a0012	GERCEK	200	94f156bc8a7be968ebb6f34d242c63f3d1634300ac7fe8e77f260b67c6910358
a0516	GERCEK	188	6d0269e0a66d531b4bb1396a7de1cb2635e07b0eb04c8e462ac6e38c267826c0
s1512	SATIRIK	198	0440eb0667c49a83ee538a8a11f7082340826187be08364d00a793acb65f5c8f
a1924	GERCEK	195	e20fe271fe8130484e075e4ab3f3e3df56b34638ce1335e879f0857dca01ba2c
s0574	SATIRIK	194	4491557747c00427930ed2bfaeac58815e786ec766e624951181f16e42fba79a
a2754	GERCEK	198	7eb0d9b77e594bcaf5a0aeb8bcaeeb3f6be105f5f8a3fae3bf303be05ded09dd
a2346	GERCEK	199	f62e541d6a1ba92a3241f9440a808d1d1fffdbba43055dfd475af43d8bdf3dd3
s0892	SATIRIK	199	317c9ef24f5689539109d69539bcd3586fd80af81c81909ecb08caa3f68ca51e
s0571	SATIRIK	201	e53773fce8310ac01508622241446e498b3051190eda99637da438339f6e4f91
a3046	GERCEK	193	ef018ebac26d87a4ce6736057ab0b5be908317a16bf04f3399f58722e59ede71
a4619	GERCEK	199	36efb99439765ca7b886264dd5f6321ea45e773bb78f6c6b60fcb500b8a4c094
s1696	SATIRIK	197	aca48cce7586b6bb83316bd252eb474442a9fa75f52ea18baea931ed95a01277
a2077	GERCEK	194	6c082c36584a38503f3c67edca1c7f2c07953c7b1620b8bb507b3fb973934acc
s1907	SATIRIK	196	65e601dae4fca082a38e5fd8c0bdca97c12d50a83149892bf91ef67e45d29129
s0849	SATIRIK	200	ad11384c3fdaca49ba12fc7002cf3812ab7a8fe4d07913bf563d29d01ddf0c72
a2739	GERCEK	190	2397c6aeed5729908cdd5a3028c66223ca0e4543e0c6ffcc348fbc2fb005a32e
a3762	GERCEK	198	deef05bf5746504693410c3b3b0e76c7a72f06c76fe1bd4cb9a6dc2d94393bd3
a3006	GERCEK	201	f296c99f22fdbedf5a972193d6e0cd20f19bb9579bc2468d49d3ca338b10cc18
a2354	GERCEK	195	f7949e6df6dda9e843abfc8f8d95e5073301b66585a58471aa7b20b4eb40827e
a2619	GERCEK	197	26851d2874ea0793024cbe481bb290b7af11059b4efe7e5ef5465b1e511120e8
a4703	GERCEK	196	baa31a15f23afb48f285c1a32a0f7d22416aa4b9adf848bbe15ee3729fe41a42
s0883	SATIRIK	201	f07a02a949e9eb97275d7dd64a7095f243cef395a9ae76d1c4704e0bbcb61c13
a1503	GERCEK	195	b249682a890f98083197b96e29ff5c0c1bc73a3265f7b2b3a7e70b24b9fccda1
a0321	GERCEK	193	30f6381ea8055150b003555bd36aa37b48b88244c944af1874ca0f4c2674b396
s0429	SATIRIK	201	d60eb8e56bd8e4514cb1dd3d2753edb9cd35a44c4d371c85dd28491ec649c903
a3899	GERCEK	197	f262340cf640d7c191147308462266fe80711710f56f0b3579bb9ef5616100e4
a0761	GERCEK	200	8848b9acfa27b8ff0fbd9c90dc65553bf7d2f750f1513de08cec35bbfb5fcfcb
s0062	SATIRIK	196	10d1f18024447bf5f0aa5ccff640069641ec0eb4adf6d8d63cf92f3d30357084
a0930	GERCEK	200	cccfd476560b3cf4c8c60798e167ea7a8e399445beb3d962607aa04e5bea8fbb
s1352	SATIRIK	196	3915be4724229d47509d263b3ba084acca56329311e15e5fe9c390315a34421b
s0663	SATIRIK	198	e42fa736c1cfad05f2e775d227c059af1023c96cbc9a98effdfac6d1a98721e8
a1491	GERCEK	199	f97b511c0e4568fd144b842dbc37e83ec0afac07409137787e77aaf324329f6e
s1768	SATIRIK	198	26a5f2b94779c64346428ba675f3f3493c071aa599ae8013bb3c37ebc2e4ba18
s1483	SATIRIK	201	6bc46b7ddb1f3246cdc1eda2266d8fa5135bcab1bddb8760a57f7b59dd0cd75d
s0563	SATIRIK	198	bcb57ae0ebd6700bd102fb41623f12ec5f2dc165a113bd994e65e6dfd04a44ca
a4148	GERCEK	198	0f76a02a0a70fcfb154d9534ca8788222da607b999fa7e1645819446f09083da
a0504	GERCEK	195	59f75da516cb299ca8c0f88b37c58ebc2de143e117a1ad4f428c097fa74bc9c5
s0398	SATIRIK	193	606de1799808a4235d0798e156bbb259a31985888ddf64c767dcbc539b62fb49
s0925	SATIRIK	201	04dd049c2f160579489cda4977249cb46e6b6d96c41c28793e9fc8a38d2424bb
s1637	SATIRIK	197	75e01eca80495e5920338dca9e5a4945cdb33d72dbe0d23945a4e61cd9eb34d5
s0024	SATIRIK	183	b995a1469b700f22bfed98a861d1d5777b3d0022d7f159fbbc25bda28cb98236
a0456	GERCEK	197	36e59918f89eb2fee238bcde9ee0a01735904172316aab80f2c3215d344c85f8
s0611	SATIRIK	199	1c740bb9667e7f3c70e7dd17c72096c27a92ab49b16d312335ff27f15705b04a
a2265	GERCEK	201	bc5218979127e1f840c2cb91933ff14cf7b911a1df124dd7b9c61dc6fb94fe26
s1150	SATIRIK	196	c3449badef100e31d41c1704bad07de6e373e9f30484218b761fe6573dc25f72
s0276	SATIRIK	197	c1d60980a6608b99a11af305d36c803da976df1d7b7e9fd2fe0c8711a09e54e5
s0094	SATIRIK	194	bfdc5fe9bb7605a252772544b076550ba4aa93642e97f33124c9ab463c39c459
s0686	SATIRIK	195	0197818cfcbbb3ad56f177225283e28c3a6777c53f42f0d4194c474224c7338f
s2195	SATIRIK	196	c32ee1ca16a89b1f507721545ebd06733173789db512eda084898effb0cb037e
s1801	SATIRIK	200	0359f4d506168b5f03c630aea095105698a434c41fef0f5047bd3746f373eafb
a4425	GERCEK	197	48c86879c1ea5abbd9c4c62a3aa4dbf9f6b96d4372c811b1fa29bcfbee0f1116
a1046	GERCEK	199	def5c405de9c78600564c13e581a78d6a5af0a3f09a576141614e726c221ced3
s0878	SATIRIK	199	6bc15c4affc424d789b4ac0391c81f8cb82a19720ed647aa3574fdf832dbf0f2
a1750	GERCEK	190	cd44268587f1395d86fb732a12c90566ff46f751bbee6797932c4dbb4f9e07fd
a2060	GERCEK	200	35eccbe3bfe041cc727fac652de90ec3dbb124243bfa10a3c2344c5c7cfa3dac
s1865	SATIRIK	192	d429781fee2aaefc21aec1156e715591572c1eb1a30361315662754852f8ba8d
a0242	GERCEK	189	8d3ddd144396a0eb7ab08ef6ad097708df69c0739bdb35e8825b6200e298c0bd
a1608	GERCEK	195	b0abaf34cad4f1e95404a1ce369cbf768e2fe924733c1c689183a717e35c6a02
a1172	GERCEK	194	40147d7a096e0eaf7e72602665f21f11c5ff60fabcf63f48452e3a1ec96232c8
a1265	GERCEK	199	f31831431f30fb7f2afec5638cc33847043d40df2f593303ae75d35c87696efb
a4136	GERCEK	197	9c7eb2ae2a601eefd096de89fbc5443eb25eb8a70ae1e03950ba9d747b9fc921
s1276	SATIRIK	200	f4981495f8eecac89618cfa4af30f2d474c92c93e63591dacca55b7704b3c93a
s0743	SATIRIK	196	70e388be9b49f09bbc3b80f7677fbaa7922bf62ba6a472e95151818f017ac4dd
a4022	GERCEK	200	e4fe6c25f8612a1b84e6347f7fef9b2d39eb120fd4a8a42ff6876b9517836bed
a1393	GERCEK	198	6e43d2cebdf96e20ef901877584f635a630474702a42e9e21ee1224c95cfad7a
a1759	GERCEK	201	87e0210315845aa720decfe7efefc70b1ce64ae128b2c69f57936bcf0ec63164
a2156	GERCEK	198	853f8230693e7f828783c7952ac49c7b56c9637e899986e70ef5650f80e5165f
a4019	GERCEK	197	41873ef89c73132171ba6269aa15bf98323d4674f37eba3f070686b93befd7a3
s2161	SATIRIK	195	85785a3a981527371ee3953cc0d3951e1439dcda44f8c3e9b8b0fff9fe5e9099
a1155	GERCEK	192	d54ea0b992184d66d021139d37a5f0601a034c1e3c8aadda65e6257d582e5534
s1545	SATIRIK	195	908c76c66c2a69430c75c0bc73518b4d4979e7ae2b1b077b97b147949586019a
s0088	SATIRIK	198	a0ccd63b07b5fd270e825a635a77ad73f775db1ab0bd85771f07418acbc0aaeb
s1018	SATIRIK	194	1674c612cbb4823799d423fb3909d92c97beef4ec05da9c48b17b5a1b4eac577
s0739	SATIRIK	197	5e24364497a719a768cd95bd494291214190513dd85a42e707f4732a14400864
s1369	SATIRIK	201	a2b68765b74e028bebca0545550ecdce6a9e3c898bc3801973b650386b48360a
a4460	GERCEK	201	89f27b2340d1d457a6562e62f27a76f9af1af1f20ed255b278e3821fa4a762f3
a2539	GERCEK	195	ca124bc5ad186e186d61f0643d2f34a73ae0e64557e86b1815484b649a721a91
a0210	GERCEK	196	3410b1adc0e67b312e241f97b4446d30b0688bf8e49097bcad4c2a2e70a85a0c
a3741	GERCEK	194	bfd44401785f98cb95a3074f85b4dfb3c3c23935494151c321dd24b989a02657
a1345	GERCEK	201	a1469a0f5700108b67ea5fbcafcbd500c7d346625afa01dbb2930bd25db45047
a0052	GERCEK	194	fda4c9f9a82b3178ccff65ba1c5a33bd9812175019e5cff461930d4587ab90f7
a4429	GERCEK	200	137a7cc26c69c49cd8d5955a40da25cfcefc4ce17da543f3cd84f73740b99d61
s1436	SATIRIK	201	3c6e72b4f09d8b07111221299e6d03896e4048f437823f80211ea5a09c25aa16
a3084	GERCEK	200	7c040d490957d1d59b5c0f5556e6315258787ef521a17a6ea7e919f9f2477edc
a3080	GERCEK	200	08388bcb55441fe20848f93597ebfd9db53e7afb5c6b5f9a58aed48a1189aba8
a3892	GERCEK	200	f1ece215460a962aef10be184e7db0e7c4ab78e18b35473986dfed2faf650e3a
a2819	GERCEK	199	707b513d10f6750670c68540c8dc54265a6de155cd5405336208d54ceffeadc4
s0002	SATIRIK	196	cfb2c900e0667387ba06d5873c1b7b6a2a99525e5bd46b04fcf324271c318862
s1804	SATIRIK	198	503874dcb03699cdd621e0f7852f71f0e99f6b959ef9c60e5f650db4fc0cfe17
s0951	SATIRIK	197	60f4a461ccf9414e321f2d562c3bf616dc6679f240ae271980c974ece9251ca0
a2770	GERCEK	199	e2d5493da70fbf2720d1342156235ca7628fe7af0acef0666c15bcdf7d33348d
s1677	SATIRIK	201	464d8c2e21856cbb4042935e2a2bca91cc7e3acaff44e951de1b6fb16d3b63a3
s1391	SATIRIK	192	638bc13ac3f227b21dc7a6fd28795de61f2ba3a2284d7d9365b06a85aeec6a0b
s1922	SATIRIK	201	93acc3ac80494d640c7327d560bd674ea6edcabf28613bea97244a2d3ffbe76a
a1595	GERCEK	198	8de24d0914c25311b2eae907b131ba7a6c34dba377adfe3ce67d21f2978b6390
a4648	GERCEK	197	365749ba0e9a4e7cc2507defd349983ecc6b4014220f723d990da7eba0e9c3c6
a4435	GERCEK	196	92aee54841f84ce035d68da15dae4c87caf59b4466d7e866ca59ab840832b712
a1594	GERCEK	199	ccd9f1e1503a16ac650599e1959c704d6eb45ebcb80485e8c9334504c0ddb777
a2788	GERCEK	193	4e7a0e55d4b16c95c8ac1d08bd596fea4f4a82708ab37fb5e965b41b1a445d39
s0142	SATIRIK	193	2e8279cd6c56227e99909478d915a8f04efcdb10e170089ad251c8cf0ac6e0b7
s1914	SATIRIK	195	0e12c1bd20c59e56bc0a912305eb0cc029d2411dcb64e245e8f1df5f7fd44e5f
a2599	GERCEK	198	664f8224f7d33bc7c044bdd017c17f3b665ddbbb86277f65e5c00002bb4d2946
a2830	GERCEK	196	bc109bb70eab2567105058c5ebabf1299745784cd41149988513da5d0e537766
a1877	GERCEK	195	80694ffb14c426bfc5d7629466cb539dd29765e1c6be8ef6d0b57655f6d37c70
s1366	SATIRIK	189	543f6654d9852be017067aeafffeb29d3b825b61edda15a10ed48cecbbb2bfc9
a2130	GERCEK	196	72692f7398be6541e5cefe697b650a2fb7296786811b12fc75bf35ddd30059ef
s0289	SATIRIK	194	5a5c7ddf57dc31af14784ccafe52860e7f79bc9cd03c367cc4aafebe166d8a4f
s1589	SATIRIK	201	e409151e83add0d6f4e3c09c9319841498de5e18c29e706865de3c722e8cfc21
a1472	GERCEK	193	35be491e27507220e9bd5ce8d41610f89f44748a55bdbdd7f0296d20941d5027
a1185	GERCEK	201	68da39fb119a4b355f6a098dbc16e94547ffc8965055ec7315e79bc47b19424c
s1836	SATIRIK	195	f36bbd1c2024aeb653c82b12a999f21ba6214584c2067d1ca0cefa0f97f676cc
s0591	SATIRIK	191	18aea0dd63c384c6dd5ed69736e514bdf3745d1b9eeee88fd91275977c1afec5
a1222	GERCEK	200	9d311862a002959cbe06364ea66e03fa43c12073dd805ae3445eccfafa819f0a
a2908	GERCEK	201	1064f898d1d1066bb6fd8fb2806f900459d2d05effbafaa6b879b5f4dfef926d
s1014	SATIRIK	197	a6f940244fd0e93d3bdd45243842d7d6b22433e11dffbf0e784b8e6f9040a99b
a1152	GERCEK	201	0949a96c68d9edbe7e83154aca071723ce14cb94fa31589b55cd1eed2b925be0
s0962	SATIRIK	201	8c25d6a9b6e572741043ba426e9b27b3de36418d9261aaca6e43da5c62833b25
a2422	GERCEK	191	6b4eee24163afa9441c37fed07e1c0b3c8b21f6fc934c3aa99e00bd70788ca13
s1240	SATIRIK	196	44b0c957de7596f3b35b586c17a3cb42b4f6660bee6bc1c3c732c9b51a113e8c
s0404	SATIRIK	201	ecf94e163d1990169da8c533cb809003e6a3737f8813747adb7107a1ba4014ed
a4294	GERCEK	199	d0dc3b6226f2ee44dd0798120e70230f2754a5430943394ad0fd138d458758a7
a2418	GERCEK	196	fa9379776db1517f0ef9aed9071b648eaa7e47b851a72a8ee2283d74b0f19b20
s1540	SATIRIK	201	87cadadd4b821b9bcd323349ccf76a9fbb3fd6030c0e8330ffb1f4815c0598e0
a2415	GERCEK	201	7eb4296eebfbf83bc97ae58ee1edd6739af1a6eab2ed40f9386e72856d66089e
a0943	GERCEK	201	bf98e6f392fe985a822525ed11101357f8b0a161311944ee7eb582afdc622486
s0303	SATIRIK	196	2bd6cace47bd645d21b1ccb77ab7f2eb10976d995c41a195b44d2d19271e7ffd
s2127	SATIRIK	193	d06d8d2aa98470481ca1f84a8fd0e39f1efe4d1ce0f2160940aebeb0eb5e8913
a2342	GERCEK	196	8353419a50d69f74359c987b8dee29aea0ba5951bab8ad707d4335d668cb05aa
s2025	SATIRIK	200	a39e02d51dea38b131855f40805c89956ab63ece9ac7b1e1ee053def9834c2aa
a3553	GERCEK	198	84d978fbab8fd4dd6fad7f9bee10a9578c935338c9b75afec181aac756143112
a2206	GERCEK	201	8d4efc482ca654e81519cc88b3b29043bf1c090e1df4ce1043191276be241233
a2965	GERCEK	198	027869c1fcd5f18bc015f996960132d91e568486d61609eb4f8a89e19af89584
a1758	GERCEK	197	f7dcd388378cd1c9734bcdd9dfd6a59047dc9d623a8b8d76c7ebbbd5d56110cb
s2196	SATIRIK	194	433dd806dd5c2f4295705c0e4d0cb45076fffd75431d824847e6073209cebb2a
a2653	GERCEK	201	89556f75690b9f4e69d3c792ca8c75638b923a65956fa9a8b78aa45f4c588722
a1182	GERCEK	201	33ca8baeacc505dca4016b4400a2135e07b51c90e9c42bd1cd3337604fe4ca34
a0440	GERCEK	195	beed328b41500761cd81a5039d9532681ee40b0f02d97673a0c6506c300a4844
s0463	SATIRIK	201	caf583e7e4f1e2935f6160d7f0b8e91b8be1f654577f88e6bd385cec803f6e2b
s1158	SATIRIK	193	01f6cf5b68e0e49e80c599136ca1de65f8840032af25795cfd42f6ba4664f20f
a1061	GERCEK	199	9e13297a5caced80fd62e78a244280192e05044aafc7cae4f679c1ba0d1da886
s1560	SATIRIK	200	c91a68274cc8f3e1f71a397f0501baaf3afe3c66bdc47a4f3ee80fd6ca943e35
a2867	GERCEK	192	1ed7d8cb38a8a128cae90728ddf8204a62e6975f3b760da3e9ca5ad1ddc9706b
a1943	GERCEK	198	6890f9c520b8e975950ad0f012a31d12747b5a3b977bf88c1bedda3f4082823b
s0418	SATIRIK	197	eb6554b47e0f8dbcf9ef1c7b57277849e8a1c353ced82cfeb83d1239294d1e3f
s1269	SATIRIK	194	945bffaaf1dc8258d21fad9a8e5c0f09e3217e7aeec77ea3bcd56b3be2be65ef
a3979	GERCEK	201	f1763251d7aff1889571ee8f89f310665aff7bc1fe81f912793bb8169f502f42
a1016	GERCEK	201	782b89f092a262fe2ab4c7a6ce74cae0f1ce075eb6200546ce5bee442b0c2a5e
a3230	GERCEK	198	749b747a85aaee64dc09bc37422843392425f12084477afd4f21fded995688d4
a0659	GERCEK	201	669752af31ac7ded71b699f0fbafe9d8524b6a324c4c44f4a7f0a0817ca16c94
a1773	GERCEK	200	e24deedf9017f91f27db456928c81cbe182fc10a868e739ec09f629d7e7789e7
s1502	SATIRIK	197	4eddecfb03a1c21e5cf701c8bb3abbc1f611ec67e08527dc964c871e64916502
s1787	SATIRIK	198	7770dd6b920bd64769ff44990340a3b70c39265de81d39c0722d4bf10964d0b5
a1691	GERCEK	198	34f44fee8f6aca011e3e22dce4dc4340d3f6aa12c3efb76e0568c7420e973b7b
s1657	SATIRIK	199	e6042514e9ebe7ed083230c852191eba7f9d8e0aca886362ca25f200b5d9564f
s0978	SATIRIK	197	ebddc6613c848a773d84d38d0389c9d3250c9fbc9e50c0f785ae9ccbb97d1a92
s0691	SATIRIK	199	3e3cfe26961c5d381f4d8b44d591d0d209a39042a0d1ea7c06e10330fb736662
s0769	SATIRIK	200	83fbf7cd4d8a29af321d5bc3c53186c20a59d1f9473b7ea244adeaf07051e1a5
a1734	GERCEK	200	34f2a66571c6bda7a5a6ac098a67222d2df9be62c9631919e56d7cff52586df5
s1874	SATIRIK	199	ead6efe8a3156f18abf726b3b983037a4dc5539b027f7a937d79d1d71db443e2
s0224	SATIRIK	201	cba2af99891e0038595589646e23bafbf03b6a1b74520d898a47a7635bfa9945
a4637	GERCEK	194	fc89b2a4bd7a519b1f2c6218825c988ebb3a4b85ea494d826a4767a8c3e72d64
s0360	SATIRIK	198	3ceda76b3d69b4bd8dfe5e2da437ac8a7d046d8224be18e72f16afde9d2de5c0
s1373	SATIRIK	200	1d3a2f03af527ee3ab0069ebc7ddac5151382a2bd275cb93f44cbe6918f5fa7b
s0393	SATIRIK	193	d175999027a7f9c4e4b64277280ce58566fe14c0f67ce86ede5d834508caced4
s0230	SATIRIK	200	828489f38278d05caa200d35d24d245af401842305305069bf87950be9b37ba2
a0762	GERCEK	199	51cdded8eaaaa3d5c33fbc11617acbf8501369c8955a05cf7354dd7b43cdb2d5
a0854	GERCEK	197	cf101745c6b6a0cf8b1a436da292845a558a7746a1147756e7caccf87040a0b4
a3798	GERCEK	194	33bf536a8e76aa378e73f161ae993318e6f5a6421ece4cd6f4cc372774638c03
a2745	GERCEK	194	95acbd34421808d8cda251ef56bd9190044345d843160d78bf6150b66232d6d6
a2959	GERCEK	201	7a6072c8a851db99244621618b7ed35e6928d18643213367506ce4e26b8d76d0
s1197	SATIRIK	200	ed2eff286f84acb60f5bfc1535b027b7b310ceaefc8141d547b6a514089996f6
a0785	GERCEK	196	d46a5d200b974b71b995b411abb0b65077167078562da0745d38606c1839f85a
a0683	GERCEK	201	b16bd59751e03f39deb8e311834fc05835ffd07d591a572b235a7007a52b7a3c
s2018	SATIRIK	201	4b4e4f6c2058d515c43a169d061d90b078a544246923e1d3f583cf8d03f9955c
s0140	SATIRIK	201	1c6b952796c463936e0a5563b757791ca93b4cee55a585d12fa769d93167fcf6
a2204	GERCEK	198	40928675f8e43fd24fc37fcfb8af697630ecd8655488f3f7233088f038732b34
s0146	SATIRIK	199	22ce6a4db541635ad36593d75a04100c5da6b6a53423723ac550ca880ccf7b93
a0237	GERCEK	195	3b732faa71d1f2bfe30da4e2b894ec4fc4edb784d8bf3d74e16673a76a908f6f
